log_id,district,crop_type,growth_stage,kc_value,t_max_c,t_min_c,solar_rad_mjm2,et0_mm_day,crop_water_need_mm_day,rain_7d_mm,effective_rain_mm,recommended_irrigation_mm_week,recommended_irrigation_liters_acre,n_deficit_kg_acre,p_deficit_kg_acre,k_deficit_kg_acre,urea_kg_acre,dap_kg_acre,mop_kg_acre
5856,Kovilpatti,Chili,Mid-season,1.05,32.4,23.0,20.9,6.74,7.08,6.2,6.1,43.4,175769.0,0.0,38.1,0.0,0.0,82.8,0.0
5857,Coimbatore,Sorghum,Initial,0.3,35.7,29.1,16.8,4.98,1.5,13.6,13.3,0.0,0.0,0.0,27.2,1.1,0.0,59.2,1.8
5858,Nilgiris,Groundnut,Mid-season,1.1,33.1,24.6,16.9,5.31,5.84,4.2,4.2,36.7,148340.0,38.5,40.8,0.0,83.7,88.7,0.0
5859,Thanjavur,Coconut,Mid-season,1.0,33.7,23.9,15.3,5.14,5.14,6.0,5.9,30.1,121707.0,30.5,36.5,0.0,66.3,79.4,0.0
5860,Vellore,Rice,Mid-season,1.2,31.5,22.5,25.7,7.97,9.56,6.4,6.4,60.5,244946.0,0.0,45.5,0.0,0.0,98.8,0.0
5861,Madurai,Sugarcane,Late-season,1.0,30.9,23.3,21.1,6.04,6.04,1.8,1.8,40.5,163828.0,0.0,41.4,0.0,0.0,90.0,0.0
5862,Coimbatore,Sugarcane,Initial,0.4,27.6,18.2,19.3,5.52,2.21,3.6,3.6,11.9,47988.0,13.4,47.4,28.3,29.2,103.1,47.2
5863,Nagapattinam,Sunflower,Development,0.75,38.3,32.1,20.1,6.12,4.59,7.7,7.6,24.5,99157.0,2.7,24.0,9.1,5.9,52.3,15.1
5864,Coimbatore,Sugarcane,Initial,0.4,36.4,26.6,15.4,5.46,2.18,1.7,1.6,13.6,55154.0,21.3,26.8,0.0,46.3,58.3,0.0
5865,Nagapattinam,Banana,Initial,0.5,35.8,28.6,15.3,4.72,2.36,16.7,16.2,0.3,1198.0,36.8,26.8,0.0,79.9,58.3,0.0
5866,Vellore,Sunflower,Mid-season,1.15,36.0,28.4,18.2,5.74,6.6,15.8,15.4,30.8,124492.0,38.7,47.4,0.0,84.0,102.9,0.0
5867,Trichy,Sugarcane,Initial,0.4,30.1,20.9,21.5,6.46,2.59,3.3,3.3,14.8,59922.0,0.0,23.4,0.0,0.0,50.9,0.0
5868,Nagapattinam,Chili,Initial,0.6,28.7,21.5,22.1,5.85,3.51,2.7,2.7,21.9,88690.0,0.0,44.1,0.0,0.0,96.0,0.0
5869,Nilgiris,Turmeric,Late-season,0.98,35.5,25.9,17.0,5.86,5.72,1.4,1.4,38.7,156447.0,10.3,39.2,0.0,22.3,85.2,0.0
5870,Coimbatore,Sugarcane,Initial,0.4,34.1,25.8,16.3,5.17,2.07,7.4,7.3,7.2,29026.0,4.4,21.7,24.4,9.5,47.1,40.7
5871,Madurai,Banana,Mid-season,1.1,28.4,19.3,18.3,5.3,5.84,1.9,1.9,38.9,157503.0,109.1,32.5,0.0,237.1,70.6,0.0
5872,Nilgiris,Millets,Mid-season,1.0,29.2,20.1,16.6,4.89,4.89,17.8,17.3,17.0,68645.0,0.0,29.8,0.0,0.0,64.7,0.0
5873,Vellore,Turmeric,Mid-season,1.05,33.6,27.2,15.5,4.36,4.58,1.3,1.3,30.8,124543.0,54.7,15.6,65.5,119.0,33.9,109.2
5874,Tirunelveli,Sugarcane,Initial,0.4,33.5,26.5,10.8,3.14,1.26,3.2,3.2,5.6,22715.0,0.0,35.3,0.0,0.0,76.7,0.0
5875,Nagapattinam,Millets,Initial,0.3,35.3,25.6,14.5,5.02,1.51,5.3,5.3,5.3,21346.0,64.6,37.8,0.0,140.3,82.2,0.0
5876,Tirunelveli,Cotton,Initial,0.35,34.9,28.8,21.6,6.11,2.14,3.1,3.1,11.9,48154.0,6.4,53.1,33.5,13.9,115.5,55.8
5877,Krishnagiri,Groundnut,Development,0.75,33.1,26.3,16.9,4.83,3.62,22.5,21.7,3.6,14706.0,29.0,23.6,53.4,63.1,51.4,89.1
5878,Trichy,Coconut,Initial,1.0,35.1,25.3,23.1,7.96,7.96,2.5,2.5,53.3,215659.0,0.0,24.5,0.0,0.0,53.2,0.0
5879,Thanjavur,Pulses,Late-season,0.73,35.6,28.7,17.0,5.13,3.72,13.2,12.9,13.1,53147.0,11.0,21.7,0.0,23.8,47.2,0.0
5880,Coimbatore,Banana,Development,0.8,33.4,26.8,19.4,5.54,4.43,2.9,2.9,28.1,113889.0,0.0,49.7,0.0,0.0,108.1,0.0
5881,Madurai,Millets,Initial,0.3,29.8,22.5,23.2,6.3,1.89,1.4,1.4,11.8,47860.0,0.0,21.4,0.0,0.0,46.5,0.0
5882,Krishnagiri,Maize,Mid-season,1.2,32.9,24.5,16.1,5.01,6.02,1.9,1.9,40.2,162631.0,27.8,39.6,0.0,60.4,86.1,0.0
5883,Nilgiris,Rice,Development,1.12,29.9,23.0,21.8,5.82,6.55,18.3,17.7,28.1,113608.0,57.5,31.9,0.0,125.1,69.3,0.0
5884,Krishnagiri,Pulses,Development,0.75,31.3,23.0,22.5,6.7,5.02,3.4,3.4,31.8,128569.0,4.1,44.5,0.0,9.0,96.8,0.0
5885,Trichy,Maize,Development,0.75,28.9,20.5,22.5,6.38,4.78,20.9,20.2,13.2,53596.0,65.2,46.9,0.0,141.8,101.9,0.0
5886,Vellore,Pulses,Development,0.75,34.9,28.5,11.3,3.24,2.43,28.0,26.8,0.0,0.0,0.0,38.2,0.0,0.0,83.0,0.0
5887,Nagapattinam,Rice,Late-season,1.05,28.5,20.7,18.7,5.1,5.35,14.7,14.4,23.1,93462.0,0.0,42.8,0.0,0.0,93.0,0.0
5888,Krishnagiri,Sunflower,Development,0.75,34.5,24.8,18.2,6.18,4.64,1.3,1.3,31.1,125996.0,0.0,12.1,0.0,0.0,26.4,0.0
5889,Tirunelveli,Cotton,Late-season,0.92,31.8,25.5,17.2,4.6,4.25,31.9,30.3,0.0,0.0,31.2,50.9,0.0,67.9,110.6,0.0
5890,Nilgiris,Chili,Initial,0.6,35.8,29.6,15.2,4.41,2.65,5.3,5.2,13.3,53848.0,0.0,27.3,0.0,0.0,59.4,0.0
5891,Krishnagiri,Groundnut,Development,0.75,33.5,26.7,17.2,4.94,3.7,3.3,3.3,22.6,91628.0,0.0,35.5,0.0,0.0,77.3,0.0
5892,Kovilpatti,Coconut,Mid-season,1.0,34.9,26.2,19.5,6.4,6.4,13.4,13.1,31.6,128058.0,84.6,44.6,26.4,184.0,97.0,43.9
5893,Kovilpatti,Pulses,Mid-season,1.1,34.1,25.1,17.1,5.6,6.16,0.3,0.3,42.8,173162.0,22.7,46.6,0.0,49.3,101.2,0.0
5894,Vellore,Banana,Late-season,1.05,35.9,28.7,20.8,6.44,6.77,7.2,7.2,40.2,162676.0,0.0,19.8,0.0,0.0,43.0,0.0
5895,Vellore,Sesamum,Late-season,0.68,38.2,31.7,14.6,4.53,3.06,5.0,4.9,16.5,66579.0,0.0,25.4,4.8,0.0,55.1,8.1
5896,Tirunelveli,Sesamum,Initial,0.35,32.6,23.7,25.0,7.86,2.75,0.1,0.1,19.1,77463.0,0.0,32.2,0.0,0.0,70.1,0.0
5897,Vellore,Banana,Mid-season,1.1,34.3,25.3,18.1,5.93,6.53,0.2,0.2,45.4,183917.0,63.0,40.6,2.4,137.0,88.3,3.9
5898,Madurai,Coconut,Mid-season,1.0,39.8,33.6,19.3,6.03,6.03,0.1,0.1,42.1,170205.0,13.0,45.0,0.0,28.2,97.9,0.0
5899,Vellore,Maize,Mid-season,1.2,34.3,26.9,19.1,5.8,6.96,4.0,4.0,44.7,180889.0,27.6,39.0,0.2,60.0,84.7,0.4
5900,Vellore,Cotton,Mid-season,1.15,37.3,27.4,19.9,7.22,8.31,12.4,12.2,46.0,186123.0,0.0,34.8,0.0,0.0,75.7,0.0
5901,Krishnagiri,Pulses,Development,0.75,34.0,28.0,19.9,5.51,4.13,13.4,13.1,15.8,63877.0,0.1,30.1,0.0,0.2,65.4,0.0
5902,Coimbatore,Sorghum,Development,0.68,31.2,22.4,21.6,6.56,4.43,2.1,2.1,28.9,117019.0,23.0,15.2,0.0,49.9,33.1,0.0
5903,Nilgiris,Rice,Late-season,1.05,28.5,20.9,17.7,4.75,4.99,0.5,0.5,34.4,139365.0,10.3,53.0,0.0,22.4,115.3,0.0
5904,Trichy,Millets,Mid-season,1.0,32.9,24.8,19.3,5.88,5.88,1.3,1.3,39.9,161289.0,0.0,49.6,0.0,0.0,107.9,0.0
5905,Trichy,Onion,Initial,0.7,28.1,22.0,19.6,4.78,3.34,0.5,0.5,22.9,92583.0,59.0,27.3,0.0,128.3,59.2,0.0
5906,Vellore,Turmeric,Mid-season,1.05,31.9,25.9,23.6,6.22,6.53,13.6,13.3,32.4,131309.0,0.0,51.6,0.0,0.0,112.2,0.0
5907,Krishnagiri,Banana,Late-season,1.05,32.6,23.3,20.8,6.7,7.03,8.9,8.7,40.5,163781.0,0.0,12.3,0.0,0.0,26.7,0.0
5908,Vellore,Turmeric,Late-season,0.98,33.9,27.1,16.8,4.87,4.75,5.5,5.4,27.8,112394.0,47.3,28.0,0.0,102.9,60.8,0.0
5909,Trichy,Groundnut,Mid-season,1.1,30.1,23.7,20.1,5.24,5.76,5.3,5.3,35.0,141758.0,8.7,31.7,0.0,18.9,68.9,0.0
5910,Thanjavur,Groundnut,Development,0.75,29.9,23.0,17.4,4.62,3.47,2.6,2.6,21.7,87682.0,46.0,36.7,0.0,100.0,79.7,0.0
5911,Krishnagiri,Millets,Development,0.65,28.0,19.0,17.2,4.89,3.18,3.4,3.4,18.9,76431.0,18.3,27.2,0.0,39.8,59.1,0.0
5912,Krishnagiri,Millets,Mid-season,1.0,34.2,25.9,20.6,6.51,6.51,6.9,6.8,38.7,156663.0,0.0,31.9,25.5,0.0,69.4,42.4
5913,Madurai,Groundnut,Mid-season,1.1,36.5,28.4,22.3,7.36,8.1,14.9,14.5,42.2,170745.0,0.0,45.3,0.0,0.0,98.6,0.0
5914,Nilgiris,Maize,Mid-season,1.2,30.4,22.2,21.2,6.16,7.39,0.5,0.5,51.3,207625.0,0.0,33.1,0.0,0.0,71.9,0.0
5915,Tirunelveli,Sesamum,Development,0.73,32.4,25.5,19.5,5.52,4.0,4.4,4.4,23.6,95567.0,28.4,37.6,0.9,61.8,81.6,1.5
5916,Coimbatore,Sorghum,Initial,0.3,36.2,29.1,17.8,5.54,1.66,7.0,6.9,4.7,19095.0,0.0,43.7,4.3,0.0,95.0,7.1
5917,Coimbatore,Sunflower,Mid-season,1.15,29.1,22.1,21.9,5.81,6.68,1.7,1.7,45.1,182343.0,23.6,38.7,0.0,51.3,84.0,0.0
5918,Krishnagiri,Sesamum,Mid-season,1.1,33.6,25.9,18.5,5.59,6.15,1.7,1.7,41.4,167544.0,0.0,45.5,0.0,0.0,98.9,0.0
5919,Nagapattinam,Onion,Development,0.88,28.4,18.9,19.1,5.61,4.91,7.5,7.4,26.9,109043.0,54.3,22.4,61.1,118.0,48.8,101.8
5920,Nagapattinam,Sunflower,Mid-season,1.15,39.8,30.3,20.3,7.6,8.74,0.9,0.9,60.3,244095.0,0.0,34.1,13.3,0.0,74.1,22.2
5921,Tirunelveli,Onion,Mid-season,1.05,29.2,21.1,17.4,4.9,5.14,5.5,5.4,30.6,123668.0,12.7,33.1,18.6,27.6,72.0,31.0
5922,Vellore,Sorghum,Development,0.68,33.3,25.9,20.0,5.94,4.01,5.3,5.3,22.8,92295.0,9.3,28.7,48.8,20.2,62.4,81.4
5923,Tirunelveli,Pulses,Late-season,0.73,34.5,26.4,15.3,4.81,3.49,18.0,17.5,6.9,28096.0,0.0,34.8,0.0,0.0,75.7,0.0
5924,Nilgiris,Maize,Development,0.75,36.0,27.3,19.8,6.65,4.99,1.8,1.8,33.1,134052.0,80.3,23.5,0.0,174.5,51.2,0.0
5925,Madurai,Onion,Development,0.88,35.6,26.6,19.8,6.7,5.86,12.7,12.5,28.6,115634.0,5.0,22.3,0.0,10.9,48.5,0.0
5926,Nagapattinam,Sugarcane,Late-season,1.0,33.6,27.0,16.9,4.81,4.81,1.7,1.7,32.0,129663.0,6.8,35.5,16.3,14.7,77.3,27.2
5927,Nagapattinam,Pulses,Initial,0.4,31.5,24.4,19.4,5.45,2.18,1.5,1.5,13.7,55562.0,61.2,39.6,0.0,133.0,86.2,0.0
5928,Tirunelveli,Onion,Mid-season,1.05,29.3,23.1,18.4,4.66,4.9,1.6,1.6,32.7,132250.0,0.0,44.1,0.0,0.0,95.8,0.0
5929,Madurai,Onion,Development,0.88,29.8,23.5,19.0,4.89,4.28,2.5,2.5,27.4,111017.0,0.0,33.5,0.0,0.0,72.7,0.0
5930,Tirunelveli,Sunflower,Development,0.75,38.1,29.8,19.6,6.71,5.03,9.6,9.4,25.8,104314.0,0.0,38.0,0.0,0.0,82.5,0.0
5931,Nilgiris,Chili,Development,0.82,30.2,23.7,19.6,5.16,4.25,2.3,2.3,27.5,111257.0,0.0,18.1,58.2,0.0,39.4,97.0
5932,Coimbatore,Banana,Mid-season,1.1,35.7,28.7,16.6,5.04,5.54,31.8,30.2,8.6,34707.0,17.6,32.4,0.0,38.3,70.5,0.0
5933,Nilgiris,Groundnut,Mid-season,1.1,34.5,27.2,21.7,6.57,7.22,5.1,5.0,45.5,184226.0,24.7,21.5,21.1,53.6,46.7,35.2
5934,Krishnagiri,Pulses,Development,0.75,33.2,25.5,19.4,5.8,4.35,1.1,1.1,29.4,118815.0,0.0,18.9,28.1,0.0,41.1,46.8
5935,Coimbatore,Banana,Development,0.8,32.6,23.2,22.7,7.31,5.84,9.2,9.0,31.9,128941.0,10.4,25.1,0.0,22.5,54.6,0.0
5936,Tirunelveli,Rice,Mid-season,1.2,26.3,16.4,20.7,5.85,7.02,2.6,2.6,46.6,188429.0,0.0,51.7,0.0,0.0,112.3,0.0
5937,Thanjavur,Millets,Mid-season,1.0,30.5,24.3,18.9,4.91,4.91,7.0,6.9,27.4,111031.0,16.7,51.7,4.5,36.3,112.4,7.5
5938,Nilgiris,Maize,Mid-season,1.2,34.2,27.0,18.9,5.64,6.76,3.2,3.2,44.1,178661.0,13.7,19.1,8.2,29.9,41.4,13.7
5939,Thanjavur,Pulses,Mid-season,1.1,36.4,27.0,17.7,6.18,6.8,1.7,1.7,45.9,185917.0,0.0,48.5,0.0,0.0,105.4,0.0
5940,Nagapattinam,Onion,Development,0.88,33.9,26.4,20.0,6.03,5.28,6.2,6.2,30.8,124631.0,0.0,15.2,0.0,0.0,33.0,0.0
5941,Nagapattinam,Sunflower,Mid-season,1.15,32.4,22.8,18.4,5.95,6.85,3.7,3.6,44.3,179264.0,14.8,32.6,0.0,32.1,70.8,0.0
5942,Thanjavur,Sugarcane,Late-season,1.0,36.3,29.0,21.2,6.65,6.65,14.6,14.3,32.3,130628.0,0.0,48.4,0.0,0.0,105.2,0.0
5943,Thanjavur,Sunflower,Mid-season,1.15,36.0,26.7,15.5,5.33,6.13,1.4,1.4,41.6,168181.0,0.0,48.5,66.0,0.0,105.4,110.1
5944,Vellore,Pulses,Development,0.75,28.8,21.4,21.4,5.74,4.3,4.0,4.0,26.2,105881.0,0.0,50.1,0.0,0.0,108.9,0.0
5945,Madurai,Sesamum,Mid-season,1.1,34.8,26.7,17.0,5.42,5.96,4.2,4.2,37.6,152060.0,68.0,44.6,0.0,147.8,97.0,0.0
5946,Coimbatore,Sunflower,Development,0.75,35.6,27.3,13.8,4.51,3.38,3.5,3.5,20.2,81545.0,48.3,46.5,0.0,105.0,101.0,0.0
5947,Tirunelveli,Sunflower,Development,0.75,28.7,22.3,17.8,4.5,3.38,7.0,6.9,16.7,67577.0,0.0,48.5,0.0,0.0,105.3,0.0
5948,Nilgiris,Maize,Initial,0.3,38.8,29.6,23.0,8.34,2.5,11.6,11.4,6.1,24669.0,58.6,31.6,0.0,127.4,68.7,0.0
5949,Kovilpatti,Groundnut,Development,0.75,31.1,24.5,26.0,6.96,5.22,0.7,0.7,35.9,145086.0,0.0,13.5,0.0,0.0,29.4,0.0
5950,Madurai,Sunflower,Development,0.75,39.4,32.0,19.3,6.42,4.82,13.1,12.8,20.9,84711.0,68.9,35.2,0.0,149.8,76.6,0.0
5951,Nilgiris,Maize,Initial,0.3,36.5,27.6,15.5,5.27,1.58,18.5,18.0,0.0,0.0,41.9,47.6,51.7,91.0,103.5,86.1
5952,Madurai,Chili,Initial,0.6,28.2,20.1,17.9,4.91,2.95,6.4,6.3,14.3,57953.0,0.0,32.2,0.0,0.0,70.1,0.0
5953,Krishnagiri,Rice,Initial,1.05,30.4,21.6,22.4,6.69,7.02,15.5,15.1,34.1,137859.0,0.0,25.1,25.2,0.0,54.5,41.9
5954,Kovilpatti,Onion,Initial,0.7,31.5,25.0,18.8,5.1,3.57,0.4,0.4,24.5,99329.0,14.2,22.9,0.0,30.9,49.8,0.0
5955,Tirunelveli,Maize,Mid-season,1.2,37.3,31.2,20.0,5.86,7.03,2.7,2.6,46.6,188501.0,23.1,17.4,0.0,50.3,37.8,0.0
5956,Kovilpatti,Rice,Development,1.12,32.7,26.2,25.0,6.9,7.77,11.4,11.2,43.2,174675.0,53.9,23.6,0.0,117.1,51.3,0.0
5957,Thanjavur,Coconut,Initial,1.0,29.5,23.0,17.9,4.64,4.64,3.6,3.6,28.9,117014.0,0.0,45.8,3.7,0.0,99.5,6.2
5958,Coimbatore,Cotton,Late-season,0.92,28.3,19.9,20.9,5.83,5.39,5.9,5.8,31.9,129173.0,0.0,28.5,0.0,0.0,61.9,0.0
5959,Thanjavur,Sugarcane,Late-season,1.0,31.8,23.8,16.2,4.83,4.83,4.1,4.0,29.7,120346.0,0.0,8.7,0.0,0.0,18.9,0.0
5960,Vellore,Turmeric,Mid-season,1.05,35.0,25.5,17.6,6.02,6.33,0.9,0.9,43.4,175631.0,46.7,38.4,0.0,101.5,83.5,0.0
5961,Madurai,Maize,Development,0.75,32.3,24.3,23.1,6.94,5.2,4.0,3.9,32.5,131447.0,7.3,26.7,0.0,15.8,58.1,0.0
5962,Coimbatore,Cotton,Late-season,0.92,30.0,22.0,20.9,5.94,5.5,8.5,8.4,30.1,121616.0,45.5,12.4,23.7,99.0,27.0,39.5
5963,Thanjavur,Groundnut,Mid-season,1.1,33.7,24.7,14.2,4.61,5.07,31.7,30.1,5.4,21829.0,0.0,41.5,0.0,0.0,90.2,0.0
5964,Thanjavur,Cotton,Late-season,0.92,39.2,30.9,22.6,7.9,7.31,11.5,11.3,39.9,161418.0,0.0,12.3,53.0,0.0,26.8,88.3
5965,Kovilpatti,Sesamum,Late-season,0.68,32.2,22.8,22.6,7.25,4.89,12.4,12.1,22.1,89597.0,0.0,37.9,0.0,0.0,82.3,0.0
5966,Madurai,Sunflower,Mid-season,1.15,30.7,21.8,20.9,6.33,7.28,0.0,0.0,50.9,206071.0,5.0,17.3,0.0,10.8,37.7,0.0
5967,Trichy,Onion,Development,0.88,33.3,24.6,14.2,4.53,3.96,16.8,16.3,11.4,46246.0,59.0,32.9,12.0,128.2,71.6,20.0
5968,Nilgiris,Sugarcane,Development,0.82,39.9,30.4,17.4,6.55,5.4,21.1,20.4,17.4,70467.0,0.0,48.6,0.0,0.0,105.6,0.0
5969,Nilgiris,Banana,Development,0.8,30.7,23.6,17.8,4.93,3.94,1.8,1.8,25.8,104557.0,0.0,26.8,0.0,0.0,58.2,0.0
5970,Tirunelveli,Sorghum,Mid-season,1.05,35.2,28.3,20.9,6.29,6.6,6.7,6.6,39.6,160158.0,0.0,41.3,0.0,0.0,89.8,0.0
5971,Krishnagiri,Sugarcane,Mid-season,1.25,32.9,26.0,20.3,5.81,7.26,14.6,14.3,36.5,147880.0,0.0,15.7,0.0,0.0,34.1,0.0
5972,Thanjavur,Rice,Initial,1.05,30.5,22.6,20.9,5.97,6.27,13.5,13.2,30.7,124149.0,0.0,50.1,0.0,0.0,109.0,0.0
5973,Kovilpatti,Groundnut,Late-season,0.85,35.8,27.2,19.3,6.42,5.46,0.7,0.7,37.6,151979.0,76.1,18.1,0.0,165.4,39.4,0.0
5974,Nagapattinam,Pulses,Mid-season,1.1,31.2,23.0,19.6,5.8,6.38,14.0,13.7,31.0,125365.0,15.7,33.9,0.0,34.1,73.7,0.0
5975,Tirunelveli,Sugarcane,Initial,0.4,35.9,27.6,13.4,4.42,1.77,9.2,9.1,3.3,13373.0,0.0,39.2,0.0,0.0,85.2,0.0
5976,Madurai,Onion,Mid-season,1.05,33.7,24.5,19.9,6.51,6.83,1.0,1.0,46.9,189610.0,55.1,39.2,0.0,119.8,85.3,0.0
5977,Coimbatore,Sugarcane,Late-season,1.0,34.7,27.2,17.3,5.31,5.31,11.2,11.0,26.2,105885.0,17.9,45.5,0.0,39.0,98.8,0.0
5978,Trichy,Pulses,Mid-season,1.1,34.9,25.0,19.0,6.6,7.26,2.1,2.1,48.7,197282.0,0.0,16.4,0.0,0.0,35.7,0.0
5979,Nagapattinam,Groundnut,Mid-season,1.1,32.4,22.7,18.8,6.12,6.73,14.6,14.3,32.8,132832.0,0.0,31.2,0.0,0.0,67.8,0.0
5980,Nilgiris,Pulses,Development,0.75,32.3,25.6,22.9,6.36,4.77,11.1,10.9,22.4,90838.0,0.0,32.2,0.0,0.0,69.9,0.0
5981,Kovilpatti,Onion,Initial,0.7,35.4,26.7,22.8,7.55,5.29,8.1,8.0,29.0,117335.0,0.0,20.7,0.0,0.0,45.0,0.0
5982,Kovilpatti,Sorghum,Mid-season,1.05,35.0,28.0,17.0,5.07,5.33,4.6,4.5,32.7,132534.0,38.3,35.8,0.0,83.3,77.8,0.0
5983,Nilgiris,Turmeric,Mid-season,1.05,31.7,24.8,19.9,5.55,5.83,4.8,4.8,36.0,145679.0,0.0,31.0,0.0,0.0,67.5,0.0
5984,Trichy,Rice,Mid-season,1.2,25.6,16.0,17.9,4.91,5.89,6.7,6.6,34.6,140196.0,0.0,20.3,0.0,0.0,44.2,0.0
5985,Nilgiris,Coconut,Mid-season,1.0,35.6,25.8,17.9,6.28,6.28,1.9,1.9,42.0,170043.0,42.1,30.4,4.4,91.5,66.2,7.3
5986,Nagapattinam,Coconut,Mid-season,1.0,34.7,27.8,22.8,6.74,6.74,1.1,1.1,46.0,186334.0,0.0,22.3,0.0,0.0,48.4,0.0
5987,Tirunelveli,Pulses,Late-season,0.73,34.1,25.5,24.6,7.89,5.72,6.3,6.3,33.8,136698.0,0.0,24.7,0.0,0.0,53.8,0.0
5988,Madurai,Pulses,Mid-season,1.1,37.3,30.4,22.4,6.99,7.69,2.5,2.5,51.3,207553.0,71.8,48.5,0.0,156.1,105.4,0.0
5989,Madurai,Cotton,Development,0.75,32.5,23.9,20.3,6.31,4.73,13.7,13.4,19.8,80065.0,66.3,48.7,0.0,144.2,106.0,0.0
5990,Krishnagiri,Millets,Mid-season,1.0,26.5,18.3,24.0,6.36,6.36,2.3,2.3,42.3,171080.0,0.0,47.3,0.0,0.0,102.8,0.0
5991,Thanjavur,Groundnut,Development,0.75,33.4,25.5,13.6,4.16,3.12,8.5,8.4,13.4,54193.0,18.4,52.7,0.0,40.1,114.5,0.0
5992,Vellore,Sesamum,Initial,0.35,36.1,28.8,12.9,4.05,1.42,25.2,24.2,0.0,0.0,8.4,42.0,1.6,18.3,91.3,2.6
5993,Kovilpatti,Banana,Mid-season,1.1,30.2,23.2,20.6,5.57,6.13,9.3,9.2,33.7,136444.0,16.8,39.5,0.0,36.4,85.9,0.0
5994,Madurai,Millets,Development,0.65,32.8,24.6,17.8,5.46,3.55,13.3,13.0,11.8,47921.0,18.8,25.3,96.6,40.8,55.0,161.0
5995,Coimbatore,Chili,Late-season,0.98,32.2,26.1,18.7,5.01,4.88,30.8,29.3,4.9,19838.0,84.3,31.8,0.0,183.2,69.0,0.0
5996,Tirunelveli,Cotton,Mid-season,1.15,33.9,24.8,13.9,4.55,5.23,13.2,13.0,23.6,95665.0,29.0,24.1,0.0,63.0,52.5,0.0
5997,Krishnagiri,Turmeric,Development,0.68,35.8,26.6,20.1,6.88,4.64,9.2,9.1,23.4,94721.0,24.7,45.9,0.0,53.8,99.8,0.0
5998,Krishnagiri,Sunflower,Mid-season,1.15,32.3,23.2,14.0,4.44,5.1,16.5,16.1,19.6,79393.0,0.0,47.5,0.0,0.0,103.3,0.0
5999,Nagapattinam,Rice,Late-season,1.05,34.1,27.5,17.3,4.94,5.19,5.6,5.5,30.8,124782.0,24.6,11.5,0.0,53.5,25.0,0.0
6000,Tirunelveli,Turmeric,Development,0.68,30.7,23.4,19.9,5.52,3.73,0.1,0.1,26.0,105112.0,0.0,41.1,0.0,0.0,89.4,0.0
6001,Trichy,Groundnut,Initial,0.4,35.5,27.9,18.4,5.75,2.3,2.7,2.7,13.4,54178.0,0.0,21.7,0.0,0.0,47.3,0.0
6002,Krishnagiri,Sugarcane,Initial,0.4,31.2,21.4,22.2,7.02,2.81,11.0,10.8,8.8,35639.0,19.0,40.9,34.6,41.3,88.8,57.7
6003,Coimbatore,Chili,Mid-season,1.05,38.2,29.8,22.0,7.6,7.98,7.6,7.5,48.4,195742.0,0.0,40.7,0.0,0.0,88.4,0.0
6004,Coimbatore,Sugarcane,Mid-season,1.25,31.1,22.6,19.2,5.73,7.16,5.3,5.3,44.8,181319.0,0.0,39.8,0.0,0.0,86.4,0.0
6005,Kovilpatti,Millets,Late-season,0.75,33.7,23.8,18.4,6.19,4.64,3.1,3.1,29.4,119069.0,33.2,37.7,0.0,72.2,81.9,0.0
6006,Tirunelveli,Maize,Development,0.75,28.0,18.4,16.5,4.82,3.62,0.4,0.4,24.9,100750.0,0.0,27.8,0.0,0.0,60.4,0.0
6007,Kovilpatti,Sugarcane,Initial,0.4,31.2,25.1,15.6,4.08,1.63,8.8,8.7,2.7,10963.0,1.6,29.8,0.0,3.5,64.8,0.0
6008,Madurai,Turmeric,Initial,0.3,35.9,27.7,16.7,5.46,1.64,0.7,0.7,10.7,43424.0,0.0,48.3,40.4,0.0,105.0,67.3
6009,Coimbatore,Pulses,Mid-season,1.1,31.8,24.3,15.3,4.43,4.88,2.3,2.3,31.8,128708.0,11.6,44.4,0.0,25.2,96.5,0.0
6010,Madurai,Sugarcane,Mid-season,1.25,35.3,28.1,17.2,5.27,6.59,10.2,10.1,36.1,145918.0,0.0,8.3,28.7,0.0,18.0,47.9
6011,Trichy,Coconut,Mid-season,1.0,36.9,27.5,19.1,6.73,6.73,6.2,6.1,41.0,166017.0,0.0,29.9,0.0,0.0,65.1,0.0
6012,Nilgiris,Sesamum,Late-season,0.68,33.1,24.1,18.2,5.85,3.95,8.4,8.2,19.4,78487.0,27.5,42.0,0.0,59.8,91.2,0.0
6013,Nilgiris,Sorghum,Late-season,0.8,27.6,19.4,22.9,6.23,4.98,15.2,14.8,20.1,81329.0,0.0,30.9,0.0,0.0,67.1,0.0
6014,Nilgiris,Sugarcane,Mid-season,1.25,38.5,32.1,17.4,5.36,6.7,7.2,7.1,39.8,160973.0,0.0,42.0,8.9,0.0,91.2,14.9
6015,Coimbatore,Turmeric,Initial,0.3,32.1,25.6,16.7,4.57,1.37,2.1,2.1,7.5,30378.0,1.4,14.0,0.0,3.0,30.5,0.0
6016,Krishnagiri,Chili,Development,0.82,35.8,26.1,21.5,7.5,6.19,5.4,5.4,37.9,153531.0,0.0,38.6,30.5,0.0,83.9,50.8
6017,Vellore,Sorghum,Mid-season,1.05,34.3,25.4,14.3,4.69,4.93,10.2,10.0,24.5,99093.0,0.0,42.2,0.0,0.0,91.7,0.0
6018,Vellore,Millets,Development,0.65,28.4,19.3,21.5,6.22,4.05,3.0,3.0,25.3,102355.0,62.4,31.7,0.0,135.7,69.0,0.0
