location,district_soil_type,crop_type,year,season,soil_ph,soil_ec_dS_m,organic_carbon_pct,available_nitrogen_kg_ha,available_phosphorus_kg_ha,available_potassium_kg_ha,area_hectares,yield_kg_per_hectare,production_kg
thanjavur,Alluvial Clay (Delta),Sorghum,2024,Kharif,6.74,0.28,0.51,240.9,21.6,233.2,1.87,1383.4,2586.6
coimbatore,Red Sandy Loam,Millets,2024,Kharif,7.88,0.63,0.81,251.8,21.8,234.7,2.17,964.1,2094.6
nagapattinam,Coastal Alluvial,Sugarcane,2019,Summer,6.61,0.34,0.43,199.6,26.6,194.2,1.39,66069.8,92003.3
vellore,Red Sandy Loam,Pulses,2017,Summer,6.73,0.4,0.63,209.2,11.0,272.4,6.26,770.7,4822.5
nilgiris,Lateritic Hill Soil,Sorghum,2020,Kharif,7.16,0.52,0.39,284.2,11.4,284.0,2.87,1379.6,3961.7
tirunelveli,Red Loam,Rice,2016,Kharif,6.75,0.34,0.21,279.0,18.5,263.8,0.84,2862.3,2392.5
krishnagiri,Red Loam,Cotton,2021,Kharif,7.55,0.37,0.35,195.4,24.3,276.3,2.16,415.6,896.4
trichy,Black Cotton Soil,Millets,2018,Kharif,6.72,0.72,0.32,164.8,13.3,387.1,0.2,976.2,195.2
kovilpatti,Red Sandy Loam,Rice,2016,Rabi,7.04,0.67,0.6,266.0,14.8,261.3,0.2,3066.9,613.4
kovilpatti,Red Sandy Loam,Millets,2024,Kharif,7.02,0.37,0.52,270.4,19.7,229.0,1.08,1203.9,1294.4
madurai,Black Clay Loam,Sugarcane,2020,Kharif,6.02,0.28,0.42,366.6,3.0,298.3,4.91,72688.4,356628.4
trichy,Black Cotton Soil,Sugarcane,2017,Summer,7.48,0.4,0.59,213.2,30.0,351.0,0.85,67371.1,57324.4
madurai,Black Clay Loam,Cotton,2021,Kharif,7.36,0.57,0.27,345.0,26.5,156.5,0.96,443.3,424.4
nilgiris,Lateritic Hill Soil,Sugarcane,2023,Rabi,6.87,0.65,0.44,289.8,16.2,188.0,1.87,69322.7,129334.4
kovilpatti,Red Sandy Loam,Sorghum,2023,Rabi,7.44,0.57,0.37,273.3,18.8,144.9,1.92,1262.4,2423.1
nilgiris,Lateritic Hill Soil,Millets,2016,Kharif,6.69,0.49,0.77,305.0,11.5,197.3,0.26,1085.6,276.9
vellore,Red Sandy Loam,Sugarcane,2021,Kharif,7.23,0.52,0.56,158.1,24.4,188.7,6.41,70915.3,454466.4
krishnagiri,Red Loam,Rice,2024,Kharif,7.25,0.44,0.61,266.0,21.3,255.0,2.44,3120.4,7623.4
coimbatore,Red Sandy Loam,Pulses,2023,Kharif,7.26,0.52,0.53,200.2,5.6,110.3,1.64,719.3,1181.0
coimbatore,Red Sandy Loam,Sorghum,2021,Rabi,5.89,0.1,0.57,175.3,11.5,166.6,3.63,1449.3,5254.7
trichy,Black Cotton Soil,Millets,2022,Summer,6.74,0.58,0.62,194.4,22.7,194.4,4.35,1160.6,5051.1
nagapattinam,Coastal Alluvial,Sugarcane,2022,Rabi,7.06,0.45,0.4,235.7,14.5,99.2,1.61,67697.4,109217.3
kovilpatti,Red Sandy Loam,Cotton,2018,Summer,6.08,0.36,0.18,334.6,10.0,254.1,1.13,460.3,518.3
krishnagiri,Red Loam,Pulses,2022,Summer,7.78,0.37,0.52,277.6,26.3,138.8,0.35,796.1,282.5
tirunelveli,Red Loam,Pulses,2019,Rabi,7.03,0.5,0.53,227.7,9.8,143.6,0.7,699.0,491.8
thanjavur,Alluvial Clay (Delta),Cotton,2024,Kharif,7.14,0.48,0.57,272.2,12.5,161.7,2.48,437.2,1083.1
thanjavur,Alluvial Clay (Delta),Sugarcane,2018,Summer,6.96,0.5,1.09,137.0,7.2,177.7,0.91,73789.3,66795.6
vellore,Red Sandy Loam,Rice,2018,Kharif,6.2,0.42,0.36,237.8,23.4,64.9,0.82,3074.9,2533.7
nagapattinam,Coastal Alluvial,Millets,2022,Rabi,6.83,0.33,0.75,324.3,24.0,102.2,1.78,1142.3,2037.1
krishnagiri,Red Loam,Cotton,2020,Rabi,5.75,0.27,0.23,368.3,24.6,196.3,1.75,384.2,671.9
vellore,Red Sandy Loam,Sugarcane,2017,Kharif,7.72,0.2,0.42,271.4,11.0,273.5,7.87,59714.5,469707.9
trichy,Black Cotton Soil,Pulses,2021,Rabi,6.5,0.24,0.48,217.1,13.2,121.2,0.9,770.8,690.0
coimbatore,Red Sandy Loam,Rice,2020,Summer,6.8,0.55,0.32,174.5,21.6,349.3,1.94,2637.2,5106.4
thanjavur,Alluvial Clay (Delta),Sorghum,2016,Kharif,6.47,0.07,0.38,269.4,16.3,245.7,1.53,1384.6,2121.0
thanjavur,Alluvial Clay (Delta),Pulses,2022,Summer,5.96,0.3,0.99,272.7,27.6,334.1,1.37,757.4,1035.0
madurai,Black Clay Loam,Cotton,2021,Summer,6.98,0.39,0.58,197.7,7.9,275.9,0.2,446.7,89.3
trichy,Black Cotton Soil,Sugarcane,2020,Summer,6.02,0.69,0.31,324.5,21.5,240.4,0.71,69134.7,49226.4
kovilpatti,Red Sandy Loam,Pulses,2017,Summer,6.65,0.61,0.64,147.1,11.0,198.2,0.23,603.1,137.0
thanjavur,Alluvial Clay (Delta),Rice,2019,Kharif,7.0,0.38,0.85,198.1,19.5,191.1,1.1,3040.0,3349.3
coimbatore,Red Sandy Loam,Pulses,2017,Kharif,7.04,0.58,0.88,259.5,11.7,190.6,0.2,676.9,135.4
nagapattinam,Coastal Alluvial,Cotton,2017,Rabi,7.05,0.63,0.96,206.2,5.8,254.1,0.97,480.8,468.4
nagapattinam,Coastal Alluvial,Rice,2021,Summer,6.01,0.11,0.58,173.7,23.4,99.8,1.07,2779.8,2975.1
coimbatore,Red Sandy Loam,Pulses,2024,Kharif,7.37,0.07,0.4,294.2,19.8,179.1,0.79,716.6,563.3
madurai,Black Clay Loam,Cotton,2023,Summer,6.72,0.34,0.47,324.3,15.7,315.6,1.87,478.1,896.4
kovilpatti,Red Sandy Loam,Pulses,2015,Summer,7.37,0.18,0.61,160.1,29.1,311.1,0.2,750.2,150.0
krishnagiri,Red Loam,Pulses,2020,Summer,6.58,0.36,0.62,320.9,11.1,253.4,0.52,896.3,468.6
kovilpatti,Red Sandy Loam,Sugarcane,2020,Rabi,7.87,0.3,0.57,134.9,12.2,218.9,1.03,64640.3,66476.0
kovilpatti,Red Sandy Loam,Millets,2021,Rabi,7.46,0.32,0.67,258.0,14.7,321.5,2.61,1201.3,3136.6
vellore,Red Sandy Loam,Sugarcane,2020,Kharif,7.88,0.33,0.44,220.5,20.2,164.1,1.62,66423.3,107643.9
trichy,Black Cotton Soil,Pulses,2024,Rabi,7.0,0.36,0.47,285.7,21.7,224.0,5.59,738.3,4125.7
krishnagiri,Red Loam,Pulses,2024,Rabi,6.98,0.56,0.35,258.9,15.8,186.2,0.2,731.2,146.2
thanjavur,Alluvial Clay (Delta),Sorghum,2016,Summer,7.48,0.37,0.63,311.6,10.8,250.4,0.55,1153.5,634.2
tirunelveli,Red Loam,Sorghum,2022,Summer,6.4,0.61,0.57,317.4,11.9,250.0,1.22,1359.3,1656.7
tirunelveli,Red Loam,Pulses,2022,Rabi,5.94,0.45,0.73,182.7,11.6,176.5,6.07,685.8,4159.7
nagapattinam,Coastal Alluvial,Sorghum,2021,Kharif,7.8,0.65,0.67,129.1,21.0,290.5,4.46,1413.3,6305.6
nilgiris,Lateritic Hill Soil,Pulses,2017,Rabi,6.49,0.46,0.29,284.5,11.0,167.1,0.2,695.2,139.0
krishnagiri,Red Loam,Cotton,2024,Rabi,6.49,0.59,0.31,264.9,15.1,229.7,0.9,422.3,379.7
madurai,Black Clay Loam,Sugarcane,2024,Rabi,7.09,0.19,0.81,301.1,28.2,309.8,1.57,74690.7,117112.1
tirunelveli,Red Loam,Pulses,2016,Rabi,7.13,0.6,0.33,242.6,28.6,219.2,0.54,744.5,400.5
kovilpatti,Red Sandy Loam,Millets,2020,Rabi,7.6,0.35,0.44,291.4,17.8,306.5,1.61,1039.2,1675.0
madurai,Black Clay Loam,Pulses,2017,Kharif,6.31,0.72,0.56,281.3,17.6,218.7,0.65,766.8,499.8
coimbatore,Red Sandy Loam,Sorghum,2024,Rabi,6.24,0.45,0.55,207.3,16.7,285.3,0.4,1517.9,610.6
kovilpatti,Red Sandy Loam,Cotton,2021,Rabi,6.41,0.27,0.94,362.7,14.7,339.4,3.32,408.1,1353.2
thanjavur,Alluvial Clay (Delta),Sugarcane,2020,Rabi,7.19,0.74,0.29,208.1,21.6,223.4,2.22,70364.7,155960.3
tirunelveli,Red Loam,Cotton,2021,Kharif,6.28,0.5,0.99,313.6,17.5,232.2,0.22,451.4,99.1
krishnagiri,Red Loam,Pulses,2021,Rabi,7.6,0.38,0.62,103.1,16.4,194.0,2.09,713.3,1489.1
nagapattinam,Coastal Alluvial,Millets,2023,Summer,7.43,0.44,0.38,230.8,9.8,386.3,1.04,1032.5,1075.3
krishnagiri,Red Loam,Millets,2021,Kharif,5.49,0.18,0.65,212.1,11.3,310.8,2.87,795.9,2284.3
krishnagiri,Red Loam,Pulses,2020,Rabi,7.87,0.55,0.6,165.8,11.5,204.5,0.42,691.3,289.1
trichy,Black Cotton Soil,Millets,2020,Kharif,7.34,0.43,0.58,233.6,16.9,229.9,3.2,1189.5,3801.6
vellore,Red Sandy Loam,Sugarcane,2016,Rabi,6.91,0.47,0.48,174.1,10.9,208.2,0.28,66062.1,18536.5
krishnagiri,Red Loam,Sorghum,2022,Kharif,6.18,0.68,0.45,270.7,16.3,189.1,0.2,1167.6,233.5
vellore,Red Sandy Loam,Cotton,2023,Rabi,7.37,0.64,0.4,221.7,4.7,261.5,0.36,392.7,139.9
kovilpatti,Red Sandy Loam,Cotton,2019,Rabi,7.24,0.47,0.7,290.1,12.5,274.1,0.59,436.7,259.3
nilgiris,Lateritic Hill Soil,Sugarcane,2016,Rabi,7.05,0.47,0.48,262.6,28.5,152.1,2.0,73434.5,147142.5
madurai,Black Clay Loam,Millets,2023,Kharif,7.72,0.21,0.45,349.6,16.0,117.0,1.16,1090.4,1260.0
vellore,Red Sandy Loam,Millets,2021,Rabi,7.15,0.38,0.34,218.0,26.2,246.2,3.19,903.1,2882.0
madurai,Black Clay Loam,Rice,2021,Kharif,5.91,0.48,0.48,275.7,12.9,159.3,0.2,2543.1,508.6
coimbatore,Red Sandy Loam,Sorghum,2023,Summer,6.79,0.56,0.3,297.0,18.5,291.8,5.46,1473.8,8050.3
trichy,Black Cotton Soil,Pulses,2023,Rabi,6.62,0.58,0.37,297.1,20.8,221.8,1.7,718.9,1221.1
thanjavur,Alluvial Clay (Delta),Sugarcane,2015,Summer,5.7,0.37,0.63,151.1,7.4,277.5,2.66,62039.6,164989.0
kovilpatti,Red Sandy Loam,Sorghum,2016,Rabi,5.87,0.15,0.4,209.3,28.8,224.9,1.44,1274.7,1836.3
tirunelveli,Red Loam,Sorghum,2023,Summer,7.24,0.7,0.68,167.4,10.4,131.8,4.72,1333.6,6289.5
coimbatore,Red Sandy Loam,Sugarcane,2024,Summer,6.77,0.69,0.7,153.9,6.7,212.2,0.4,74929.3,30286.7
vellore,Red Sandy Loam,Millets,2023,Kharif,6.28,0.49,0.59,299.3,23.3,119.5,0.59,1097.6,646.3
tirunelveli,Red Loam,Sorghum,2017,Kharif,7.71,0.62,0.53,233.1,15.2,175.0,4.01,1481.9,5939.3
nagapattinam,Coastal Alluvial,Rice,2017,Summer,6.62,0.39,0.69,376.5,32.5,126.0,1.85,3683.3,6822.6
coimbatore,Red Sandy Loam,Sorghum,2024,Rabi,6.9,0.41,0.34,317.1,18.9,216.2,0.39,1300.7,507.8
madurai,Black Clay Loam,Cotton,2023,Rabi,7.15,0.54,0.71,268.1,15.2,350.5,0.27,457.5,124.0
vellore,Red Sandy Loam,Sugarcane,2020,Summer,7.1,0.23,0.32,274.0,14.7,328.6,1.25,76073.1,95458.1
coimbatore,Red Sandy Loam,Sugarcane,2018,Rabi,6.92,0.58,0.2,189.8,15.7,123.6,0.28,61925.1,17262.7
nilgiris,Lateritic Hill Soil,Rice,2020,Rabi,6.24,0.34,0.11,146.5,11.8,331.4,1.29,2845.8,3682.6
kovilpatti,Red Sandy Loam,Sugarcane,2019,Summer,6.53,0.44,0.58,287.0,16.6,196.2,0.2,76247.3,15249.5
nilgiris,Lateritic Hill Soil,Cotton,2022,Kharif,5.98,0.54,0.47,128.8,10.2,263.7,0.42,432.6,180.6
tirunelveli,Red Loam,Sorghum,2020,Kharif,7.26,0.33,0.1,206.2,32.5,272.9,2.93,1205.7,3530.6
coimbatore,Red Sandy Loam,Sugarcane,2022,Summer,7.06,0.26,0.67,165.5,22.2,198.5,1.14,65650.9,74818.8
nilgiris,Lateritic Hill Soil,Cotton,2015,Rabi,7.99,0.48,0.56,306.2,22.8,101.4,1.57,472.1,740.5
vellore,Red Sandy Loam,Cotton,2019,Kharif,6.79,0.45,0.58,199.9,31.4,325.8,1.14,358.4,407.2
kovilpatti,Red Sandy Loam,Cotton,2023,Kharif,7.25,0.31,0.31,191.1,8.9,220.3,0.2,398.7,79.7
krishnagiri,Red Loam,Rice,2015,Kharif,6.94,1.05,0.81,288.9,15.4,246.2,0.2,3346.3,669.3
vellore,Red Sandy Loam,Millets,2023,Rabi,7.4,0.34,0.41,235.0,18.7,224.1,1.84,902.4,1664.7
coimbatore,Red Sandy Loam,Rice,2021,Kharif,7.41,0.39,0.64,271.0,16.6,238.5,0.75,3319.0,2490.1
thanjavur,Alluvial Clay (Delta),Cotton,2018,Rabi,6.94,0.55,0.53,279.4,21.1,256.5,0.2,507.0,101.4
tirunelveli,Red Loam,Sorghum,2019,Kharif,6.87,0.62,0.29,279.8,18.9,199.0,1.46,1306.3,1906.5
thanjavur,Alluvial Clay (Delta),Rice,2023,Summer,7.13,0.48,0.5,181.9,16.3,162.7,3.94,2984.8,11762.0
nagapattinam,Coastal Alluvial,Millets,2022,Summer,7.33,0.59,0.5,276.1,16.4,205.1,1.16,1089.9,1267.7
nagapattinam,Coastal Alluvial,Sugarcane,2020,Rabi,7.73,0.36,0.77,183.2,23.7,283.5,0.24,66587.0,16046.6
krishnagiri,Red Loam,Rice,2020,Kharif,5.55,0.52,0.35,216.5,24.5,165.0,1.24,3332.4,4147.4
krishnagiri,Red Loam,Cotton,2020,Kharif,6.49,0.52,0.54,244.7,14.8,231.7,1.52,513.7,780.7
coimbatore,Red Sandy Loam,Rice,2015,Kharif,7.52,0.13,0.85,209.3,19.7,221.0,1.06,3423.4,3633.2
vellore,Red Sandy Loam,Sorghum,2018,Kharif,6.75,0.48,0.66,252.2,8.9,185.4,4.24,1549.9,6576.1
krishnagiri,Red Loam,Pulses,2017,Summer,5.92,0.55,0.51,306.2,21.5,258.1,0.35,587.9,203.4
krishnagiri,Red Loam,Millets,2019,Summer,6.82,0.65,0.69,393.6,11.1,282.5,1.58,1105.3,1744.7
nilgiris,Lateritic Hill Soil,Millets,2024,Kharif,6.45,0.23,0.16,333.7,15.5,93.9,0.62,1136.3,702.9
nagapattinam,Coastal Alluvial,Millets,2018,Rabi,5.87,0.36,0.86,261.3,25.6,245.9,2.91,1117.1,3247.7
vellore,Red Sandy Loam,Rice,2021,Summer,6.37,0.43,0.67,204.8,14.5,318.8,0.89,3123.2,2783.1
krishnagiri,Red Loam,Sugarcane,2020,Summer,6.85,0.5,0.15,210.1,20.9,270.0,4.16,66368.6,276337.7
vellore,Red Sandy Loam,Sorghum,2015,Summer,6.14,0.2,0.79,222.0,24.7,232.6,1.0,1306.4,1310.4
krishnagiri,Red Loam,Rice,2015,Kharif,6.88,0.86,0.6,305.4,15.2,301.8,5.32,3091.4,16433.5
trichy,Black Cotton Soil,Sugarcane,2015,Kharif,7.16,0.67,0.86,247.5,16.4,123.2,4.62,66798.5,308303.0
trichy,Black Cotton Soil,Pulses,2019,Kharif,4.99,0.64,0.65,246.1,15.3,318.3,2.15,719.4,1548.4
vellore,Red Sandy Loam,Pulses,2021,Summer,6.52,0.36,0.4,242.1,12.6,83.9,1.29,612.9,790.1
coimbatore,Red Sandy Loam,Sorghum,2015,Rabi,5.67,0.64,0.24,231.6,26.6,192.8,0.93,1226.6,1139.6
kovilpatti,Red Sandy Loam,Sorghum,2018,Kharif,7.2,0.05,0.61,199.2,21.3,95.5,0.2,1323.7,264.7
nilgiris,Lateritic Hill Soil,Sorghum,2016,Kharif,7.19,0.47,0.46,287.3,21.9,236.9,0.48,1303.0,622.1
kovilpatti,Red Sandy Loam,Cotton,2023,Rabi,7.08,0.53,0.42,125.1,15.3,255.0,2.36,419.7,991.9
kovilpatti,Red Sandy Loam,Sorghum,2019,Kharif,6.78,0.67,0.64,205.9,19.1,168.6,0.33,1372.9,451.9
thanjavur,Alluvial Clay (Delta),Cotton,2021,Rabi,7.27,0.38,1.07,225.0,29.3,287.3,1.6,442.4,708.0
vellore,Red Sandy Loam,Cotton,2017,Rabi,7.07,0.65,0.45,264.0,18.6,238.6,1.85,436.3,806.6
vellore,Red Sandy Loam,Pulses,2016,Summer,7.24,0.71,0.74,330.4,25.8,157.2,4.92,816.9,4021.6
trichy,Black Cotton Soil,Sugarcane,2023,Kharif,7.03,0.05,0.15,297.8,20.3,201.2,2.41,63417.3,152558.8
krishnagiri,Red Loam,Pulses,2019,Rabi,6.21,0.24,0.56,237.1,20.9,317.1,1.09,678.0,736.9
vellore,Red Sandy Loam,Sugarcane,2019,Kharif,7.37,0.28,0.55,168.7,13.9,94.6,2.14,60796.6,130083.8
coimbatore,Red Sandy Loam,Pulses,2018,Rabi,6.86,0.38,0.18,286.9,29.9,229.8,1.86,734.0,1367.3
thanjavur,Alluvial Clay (Delta),Pulses,2024,Rabi,6.49,0.3,0.81,256.4,16.2,228.1,0.62,821.0,513.1
vellore,Red Sandy Loam,Rice,2016,Kharif,6.58,0.54,0.81,258.0,3.0,220.8,0.77,3625.9,2776.8
madurai,Black Clay Loam,Sugarcane,2022,Summer,7.03,0.28,0.7,262.0,22.9,225.0,3.87,85415.8,330834.8
vellore,Red Sandy Loam,Cotton,2017,Kharif,6.44,0.43,0.45,225.3,18.4,175.0,2.22,404.6,896.9
thanjavur,Alluvial Clay (Delta),Sorghum,2020,Summer,6.84,0.87,0.5,229.3,20.3,164.9,1.2,1225.1,1471.0
krishnagiri,Red Loam,Sugarcane,2017,Kharif,6.98,0.66,0.48,202.3,23.0,242.0,0.47,76828.5,36349.4
thanjavur,Alluvial Clay (Delta),Pulses,2017,Kharif,6.35,0.32,0.89,272.5,16.3,200.2,0.2,774.0,154.8
trichy,Black Cotton Soil,Cotton,2021,Kharif,7.28,0.26,0.69,209.7,16.6,175.5,0.2,462.8,92.6
nilgiris,Lateritic Hill Soil,Rice,2022,Summer,6.9,0.45,0.75,267.8,15.1,129.1,0.64,3649.8,2350.1
thanjavur,Alluvial Clay (Delta),Pulses,2021,Summer,7.28,0.34,0.57,242.8,16.3,168.4,1.76,728.5,1282.3
nilgiris,Lateritic Hill Soil,Pulses,2017,Summer,6.87,0.72,0.22,175.4,20.6,363.8,5.79,589.1,3412.2
madurai,Black Clay Loam,Pulses,2019,Rabi,6.53,0.74,0.82,135.6,21.6,305.6,0.37,756.3,280.4
trichy,Black Cotton Soil,Millets,2022,Kharif,5.3,0.86,0.6,93.0,8.3,263.8,0.99,1023.7,1011.4
trichy,Black Cotton Soil,Cotton,2021,Summer,7.01,0.25,0.42,206.9,18.6,119.0,3.91,418.9,1636.7
coimbatore,Red Sandy Loam,Sorghum,2018,Rabi,6.97,0.05,0.4,212.3,24.2,159.3,1.32,1304.3,1726.7
vellore,Red Sandy Loam,Rice,2021,Summer,7.06,0.39,0.52,198.0,12.8,280.6,6.16,2774.4,17098.7
thanjavur,Alluvial Clay (Delta),Pulses,2018,Rabi,7.16,0.76,0.59,299.4,31.6,254.4,3.88,735.3,2849.8
trichy,Black Cotton Soil,Rice,2015,Rabi,6.65,0.16,0.41,240.1,20.8,197.4,2.76,3363.1,9286.5
trichy,Black Cotton Soil,Pulses,2022,Rabi,7.57,0.28,0.5,92.7,22.4,243.7,3.13,690.1,2160.1
kovilpatti,Red Sandy Loam,Sugarcane,2019,Summer,6.88,0.28,0.59,246.7,28.7,290.0,0.5,67022.7,33424.0
vellore,Red Sandy Loam,Sorghum,2015,Summer,5.83,0.37,0.5,92.0,26.9,221.8,0.21,1169.0,239.8
nilgiris,Lateritic Hill Soil,Rice,2017,Kharif,6.84,0.35,0.46,187.5,18.3,185.0,1.69,3234.0,5452.1
coimbatore,Red Sandy Loam,Sorghum,2016,Rabi,7.58,0.19,0.1,252.1,11.6,180.1,1.16,1222.2,1414.3
trichy,Black Cotton Soil,Cotton,2021,Summer,5.87,0.5,0.99,256.6,31.6,180.2,1.11,409.4,456.1
coimbatore,Red Sandy Loam,Sorghum,2020,Summer,5.27,0.13,0.33,167.1,17.9,252.9,0.43,1372.4,586.5
vellore,Red Sandy Loam,Sugarcane,2017,Summer,6.64,0.62,0.55,260.7,20.6,126.9,0.2,72841.0,14568.2
krishnagiri,Red Loam,Sorghum,2021,Kharif,7.51,0.18,0.64,201.8,12.9,240.9,4.35,1228.9,5348.9
coimbatore,Red Sandy Loam,Pulses,2019,Rabi,6.61,0.59,0.38,239.7,14.9,230.7,4.26,702.1,2988.2
kovilpatti,Red Sandy Loam,Sorghum,2019,Rabi,7.18,0.45,0.41,151.0,14.2,265.1,0.41,1172.5,475.9
vellore,Red Sandy Loam,Sorghum,2021,Rabi,7.37,0.34,0.75,247.4,10.8,199.1,0.2,1484.8,297.0
tirunelveli,Red Loam,Sorghum,2018,Kharif,7.21,0.42,0.65,212.6,13.5,232.0,4.42,1451.1,6419.8
nagapattinam,Coastal Alluvial,Rice,2019,Summer,6.82,0.18,0.49,255.8,27.4,281.7,0.96,3505.6,3359.7
tirunelveli,Red Loam,Sorghum,2019,Kharif,6.89,0.22,0.3,200.1,12.9,239.3,4.26,1243.5,5298.9
trichy,Black Cotton Soil,Sorghum,2023,Rabi,6.76,0.61,0.8,193.3,28.3,291.3,1.37,1199.3,1640.8
tirunelveli,Red Loam,Sugarcane,2021,Rabi,6.89,0.71,0.26,303.5,29.3,159.0,1.62,78195.3,126996.0
coimbatore,Red Sandy Loam,Millets,2021,Rabi,7.29,0.39,0.22,222.6,22.7,261.1,2.15,1006.7,2166.8
thanjavur,Alluvial Clay (Delta),Pulses,2017,Rabi,7.08,0.05,0.65,233.5,26.8,171.7,3.31,779.0,2580.4
thanjavur,Alluvial Clay (Delta),Rice,2017,Rabi,7.07,0.11,0.73,334.2,23.4,324.8,0.86,3313.7,2842.9
thanjavur,Alluvial Clay (Delta),Cotton,2018,Kharif,6.93,0.78,0.65,252.2,21.3,326.6,2.08,361.5,750.7
nilgiris,Lateritic Hill Soil,Pulses,2024,Summer,6.11,0.13,0.65,292.3,21.4,222.3,1.31,798.8,1044.2
thanjavur,Alluvial Clay (Delta),Pulses,2017,Rabi,6.13,0.37,0.35,118.8,16.0,209.2,0.46,698.4,322.5
kovilpatti,Red Sandy Loam,Pulses,2019,Rabi,7.66,0.3,0.53,241.0,26.2,219.4,1.49,567.9,845.7
trichy,Black Cotton Soil,Cotton,2022,Kharif,6.28,0.49,0.5,264.2,14.0,167.2,1.5,455.1,683.9
krishnagiri,Red Loam,Cotton,2021,Rabi,6.04,0.42,0.8,241.4,8.9,223.5,2.08,437.2,911.3
trichy,Black Cotton Soil,Millets,2018,Kharif,7.32,0.3,0.63,206.6,17.5,299.9,1.46,1012.7,1478.5
tirunelveli,Red Loam,Sorghum,2016,Summer,6.42,0.33,0.41,255.5,23.3,183.5,0.2,1580.0,316.0
nagapattinam,Coastal Alluvial,Cotton,2021,Kharif,6.57,0.4,0.47,250.9,8.5,343.9,1.24,376.1,466.6
madurai,Black Clay Loam,Rice,2024,Kharif,7.28,0.39,0.41,353.4,20.2,275.6,3.15,3549.0,11187.8
tirunelveli,Red Loam,Rice,2023,Summer,6.58,0.32,0.71,340.0,15.8,297.8,0.2,3497.3,699.5
tirunelveli,Red Loam,Cotton,2016,Kharif,7.58,0.56,0.63,256.1,21.2,276.2,2.49,456.7,1136.0
krishnagiri,Red Loam,Pulses,2023,Rabi,7.04,0.57,0.63,226.9,23.9,77.3,0.29,742.3,213.0
vellore,Red Sandy Loam,Pulses,2020,Kharif,7.03,0.38,0.56,274.0,15.4,155.5,5.75,750.5,4318.1
coimbatore,Red Sandy Loam,Rice,2019,Rabi,6.03,0.45,0.68,276.8,13.2,238.1,2.76,3194.6,8819.6
madurai,Black Clay Loam,Rice,2017,Rabi,7.01,0.66,0.72,221.9,18.6,231.3,0.2,3000.2,600.0
krishnagiri,Red Loam,Sorghum,2022,Summer,6.99,0.74,0.63,198.1,29.2,300.8,2.59,1304.3,3380.6
thanjavur,Alluvial Clay (Delta),Millets,2019,Kharif,7.3,0.28,0.65,179.2,24.9,269.4,2.82,1074.6,3032.7
tirunelveli,Red Loam,Rice,2017,Kharif,5.73,0.83,0.96,266.6,14.8,158.1,1.44,3455.2,4983.2
madurai,Black Clay Loam,Sugarcane,2020,Kharif,7.9,0.4,1.01,250.0,5.8,168.2,2.2,72214.6,158915.9
kovilpatti,Red Sandy Loam,Rice,2018,Summer,6.55,0.27,0.31,258.9,26.7,152.5,0.44,2940.0,1300.5
kovilpatti,Red Sandy Loam,Pulses,2023,Summer,6.64,0.5,0.61,278.1,10.9,106.3,0.6,735.0,443.0
madurai,Black Clay Loam,Sugarcane,2024,Rabi,6.53,0.57,0.68,226.0,17.2,255.7,3.38,66247.2,223856.2
kovilpatti,Red Sandy Loam,Sugarcane,2015,Summer,7.21,0.91,0.91,211.9,14.0,341.1,0.48,69890.8,33573.3
coimbatore,Red Sandy Loam,Cotton,2018,Rabi,6.98,0.71,0.85,289.3,20.1,315.9,2.15,423.7,910.5
vellore,Red Sandy Loam,Pulses,2024,Rabi,8.44,0.73,0.41,224.2,16.4,172.9,2.29,610.3,1400.0
nagapattinam,Coastal Alluvial,Sorghum,2024,Rabi,7.98,0.17,0.32,311.6,11.0,127.8,1.43,1401.4,2010.7
nagapattinam,Coastal Alluvial,Millets,2021,Kharif,7.58,0.5,0.56,278.1,21.4,133.6,0.39,1213.7,478.9
kovilpatti,Red Sandy Loam,Millets,2020,Kharif,6.29,0.62,0.76,342.9,27.4,144.5,6.8,1201.7,8166.5
krishnagiri,Red Loam,Millets,2023,Kharif,5.98,0.44,0.8,207.7,18.6,251.7,1.73,1202.5,2076.6
thanjavur,Alluvial Clay (Delta),Cotton,2017,Summer,7.87,0.49,0.69,268.9,12.6,312.6,2.45,432.8,1062.3
kovilpatti,Red Sandy Loam,Pulses,2022,Rabi,6.93,0.64,0.24,242.8,16.5,304.8,1.56,681.9,1062.7
krishnagiri,Red Loam,Pulses,2015,Kharif,6.47,0.58,0.54,317.4,8.3,50.0,2.35,804.8,1888.7
coimbatore,Red Sandy Loam,Sugarcane,2021,Summer,7.07,0.53,0.64,145.7,11.0,197.0,2.86,64764.7,185208.2
nagapattinam,Coastal Alluvial,Rice,2024,Rabi,6.04,0.38,0.31,266.7,13.7,215.1,1.48,2666.0,3943.8
thanjavur,Alluvial Clay (Delta),Pulses,2018,Summer,6.83,0.39,0.49,310.7,14.1,252.0,1.36,803.2,1090.3
nilgiris,Lateritic Hill Soil,Millets,2016,Summer,7.43,0.28,0.81,194.5,7.1,295.6,0.49,1136.4,561.5
madurai,Black Clay Loam,Sugarcane,2016,Rabi,6.78,0.31,0.53,218.9,12.5,163.1,0.2,64552.4,12910.5
coimbatore,Red Sandy Loam,Sugarcane,2016,Rabi,6.12,0.6,0.73,278.6,16.4,170.0,0.41,72218.5,29661.0
